candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
MLP,16,16,15,11,39,3,,pt1,all
EP,9,22,26,21,19,3,,pt1,all
JB,16,15,18,11,38,2,,pt1,all
GA,7,19,27,23,21,3,,pt1,all
RG,6,15,34,23,19,3,,pt1,all
BR,7,13,39,19,20,2,,pt1,all
XB,4,15,35,23,20,3,,pt1,all
FH,4,15,25,22,31,3,,pt1,all
FR,6,12,36,22,21,3,,pt1,all
GD,4,14,30,23,26,3,,pt1,all
JLM,6,10,14,15,52,3,,pt1,all
FRo,3,13,36,22,23,3,,pt1,all
BC,3,13,38,24,19,3,,pt1,all
LW,3,12,32,26,25,2,,pt1,all
EZ,5,10,13,14,56,2,,pt1,all
OF,3,11,38,24,22,2,,pt1,all
FB,2,12,32,26,25,3,,pt1,all
BLM,3,10,33,24,28,2,,pt1,all
MT,4,9,39,18,27,3,,pt1,all
YBP,2,7,41,22,25,3,,pt1,all
DL,3,6,48,22,18,3,,pt1,all
